School_Year,Busbreakdown_ID,Run_Type,Bus_No,Route_Number,Reason,Schools_Serviced,count,first_opt,second_opt,third_opt,Occurred_On,Created_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT,Informed_On,Incident_Number,Last_Updated_On,Breakdown_or_Running_Late,School_Age_or_PreK,_opt_code,OPT_Code,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs,Busbreakdown_ID:1
2016-2017,1296846,Special Ed AM Run,1312,M990,Heavy Traffic,3406,4,3406,,,5/10/16 11:15,5/10/16 11:19,Manhattan,SNT BUS INC,,0,No,No,Yes,5/10/16 11:19,,5/10/16 11:19,Running Late,School-Age,3406,3406,P.S. 242,Public,School,134 WEST 122 STREET,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1296846
2016-2017,1296833,Special Ed AM Run,1704,M442,Problem Run,3149,4,3149,,,5/10/16 13:56,5/10/16 13:58,Bronx,PIONEER TRANSPORTATION CO,15,0,Yes,No,No,5/10/16 13:58,,5/10/16 13:58,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1296833
2016-2017,1296699,General Ed AM Run,24501,M1013,Heavy Traffic,3422,4,3422,,,5/11/16 7:01,5/11/16 7:02,Brooklyn,HAPPY CHILD TRANS LLC (B2,45,3,Yes,Yes,No,5/11/16 7:02,,5/11/16 7:02,Running Late,School-Age,3422,3422,Sisulu-Walker Charter,Charter,School,125 WEST 115 STREET,Manhattan,NY,10026,-73.950944,40.801754,No,Yes,Yes,No,No,No,No,1296699
2016-2017,1296111,Special Ed PM Run,2517,M619,Mechanical Problem,3325,4,3325,,,5/13/16 6:20,5/13/16 6:34,Manhattan,"BORO TRANSIT, INC.",60,0,Yes,Yes,Yes,5/13/16 6:34,,5/13/16 6:35,Running Late,School-Age,3325,3325,Wadleigh High School for the Visual and Performing Arts,Public,School,215 WEST 114 STREET,Manhattan,NY,10026,-73.954189,40.802313,Yes,Yes,Yes,No,No,No,No,1296111
2016-2017,1295691,General Ed PM Run,25590,M9006,Mechanical Problem,5046,4,5046,,,5/16/16 7:20,5/16/16 7:23,Bronx,"G.V.C., LTD.",20,1,Yes,Yes,No,5/16/16 7:23,,5/16/16 7:23,Running Late,Pre-K,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1295691
2016-2017,1295470,Special Ed AM Run,4523,M635,Heavy Traffic,3279,4,3279,,,5/16/16 14:45,5/16/16 14:49,Bronx,LITTLE LISA BUS CO. INC.,25,0,Yes,Yes,No,5/16/16 14:49,,5/16/16 14:49,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1295470
2016-2017,1295446,Special Ed AM Run,56105,M393,Mechanical Problem,5197,4,5197,,,5/17/16 6:00,5/17/16 6:13,,"DON THOMAS BUSES, INC. (B",20,0,Yes,Yes,Yes,5/17/16 6:13,,5/17/16 6:13,Running Late,School-Age,5197,5197,P.S. 197,Public,School,2230 5TH AVENUE,Manhattan,NY,10037,-73.937414,40.813226,Yes,Yes,Yes,No,Yes,No,No,1295446
2016-2017,1295327,Special Ed PM Run,2512,M678,Won`t Start,3076,4,3076,,,5/17/16 7:34,5/17/16 7:39,Staten Island,"RELIANT TRANS, INC. (B232",25,8,Yes,Yes,Yes,5/17/16 7:39,,5/17/16 7:39,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1295327
2016-2017,1295269,Special Ed Field Trip,56105,M393,Heavy Traffic,5197,4,5197,,,5/17/16 8:10,5/17/16 8:18,Bronx,G.V.C. LTD. (B2192),30,5,Yes,Yes,Yes,5/17/16 8:18,90035199,5/17/16 8:18,Running Late,School-Age,5197,5197,P.S. 197,Public,School,2230 5TH AVENUE,Manhattan,NY,10037,-73.937414,40.813226,Yes,Yes,Yes,No,Yes,No,No,1295269
2016-2017,1294553,Special Ed PM Run,56105,M393,Other,5197,4,5197,,,5/19/16 14:09,5/19/16 14:18,Westchester,"BORO TRANSIT, INC.",15,0,Yes,Yes,Yes,5/19/16 14:18,,5/19/16 14:18,Running Late,School-Age,5197,5197,P.S. 197,Public,School,2230 5TH AVENUE,Manhattan,NY,10037,-73.937414,40.813226,Yes,Yes,Yes,No,Yes,No,No,1294553
2016-2017,1294499,General Ed AM Run,24534,M1496,Heavy Traffic,3749,4,3749,,,5/20/16 6:10,5/20/16 6:11,Brooklyn,"RELIANT TRANS, INC. (B232",25,0,Yes,Yes,Yes,5/20/16 6:11,,5/20/16 6:11,Running Late,School-Age,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1294499
2016-2017,1294063,Special Ed AM Run,4523,M635,Heavy Traffic,3279,4,3279,,,5/23/16 6:00,5/23/16 6:21,Brooklyn,JOFAZ TRANSPORTATION INC.,45,0,Yes,No,No,5/23/16 6:21,,5/23/16 6:21,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1294063
2016-2017,1293759,Special Ed AM Run,1312,M990,Heavy Traffic,3406,4,3406,,,5/23/16 14:44,5/23/16 14:47,Queens,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,5/23/16 14:47,,5/23/16 14:47,Breakdown,School-Age,3406,3406,P.S. 242,Public,School,134 WEST 122 STREET,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1293759
2016-2017,1293458,Special Ed AM Run,1727,M442,Heavy Traffic,3149,4,3149,,,5/24/16 8:01,5/24/16 8:04,Manhattan,LEESEL TRANSP CORP (B2192,15,2,Yes,Yes,No,5/24/16 8:04,,5/24/16 8:04,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1293458
2016-2017,1293347,Special Ed AM Run,4523,M635,Heavy Traffic,3279,4,3279,,,5/24/16 13:58,5/24/16 14:00,Brooklyn,"RELIANT TRANS, INC. (B232",25,0,Yes,Yes,Yes,5/24/16 14:00,,5/24/16 14:01,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1293347
2016-2017,1293018,Special Ed AM Run,2523,M635,Heavy Traffic,3279,4,3279,,,5/25/16 14:40,5/25/16 14:48,Queens,QUALITY TRANSPORTATION CO,,0,Yes,No,No,5/25/16 14:48,,5/25/16 14:48,Breakdown,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1293018
2016-2017,1292910,Special Ed AM Run,2598,M600,Mechanical Problem,5688,4,5688,,,5/26/16 6:58,5/26/16 7:01,Staten Island,PIONEER TRANSPORTATION CO,30,0,No,No,No,5/26/16 7:01,,5/26/16 7:01,Running Late,School-Age,5688,5688,St. Hope Academy Charter,Charter,School,222 WEST 134 STREET,Manhattan,NY,10030,-73.945153,40.814941,Yes,Yes,Yes,No,No,No,No,1292910
2016-2017,1292755,Special Ed AM Run,2526,M635,Heavy Traffic,3279,4,3279,,,5/26/16 7:45,5/26/16 8:01,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30,8,Yes,Yes,No,5/26/16 8:01,,5/26/16 8:01,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1292755
2016-2017,1292189,Special Ed PM Run,2518,M628,Heavy Traffic,3279,4,3279,,,5/31/16 6:43,5/31/16 6:44,Manhattan,LEESEL TRANSP CORP (B2192,20,0,Yes,Yes,No,5/31/16 6:44,,5/31/16 6:44,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1292189
2016-2017,1292186,Special Ed PM Run,1718,M258,Heavy Traffic,3329,4,3329,,,5/31/16 6:45,5/31/16 6:46,Manhattan,LEESEL TRANSP CORP (B2192,20,1,Yes,Yes,No,5/31/16 6:46,,5/31/16 6:46,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1292186
2016-2017,1291820,Special Ed AM Run,56108,M454,Heavy Traffic,3076,4,3076,,,6/1/16 7:00,6/1/16 7:01,Manhattan,"RELIANT TRANS, INC. (B232",20,2,Yes,Yes,Yes,6/1/16 7:01,,6/1/16 7:01,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1291820
2016-2017,1291545,General Ed AM Run,24501,M1013,Heavy Traffic,3422,4,3422,,,6/1/16 16:00,6/1/16 16:16,,"DON THOMAS BUSES, INC. (B",25,4,Yes,Yes,Yes,6/1/16 16:16,,6/1/16 16:16,Running Late,School-Age,3422,3422,Sisulu-Walker Charter,Charter,School,125 WEST 115 STREET,Manhattan,NY,10026,-73.950944,40.801754,No,Yes,Yes,No,No,No,No,1291545
